"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"2301",2018,"Massachusetts","District 2 Plymouth","State Representative","Sarah G. Hewins",7485,0.432708983697537,"female","Republican","Democrat","Missing"
"2302",2018,"Massachusetts","District 2 Suffolk","State Representative","Daniel Joseph Ryan",10488,1,"male","Democrat","Democrat","Missing"
"2303",2018,"Massachusetts","District 2 Suffolk","State Senator","Sonia Rosa Chang-D��az",50742,1,"female","Democrat","Democrat","Missing"
"2304",2018,"Massachusetts","District 2 Suffolk a Middlesex","State Senator","William N. Brownsberger",50823,1,"male","Democrat","Democrat","Missing"
"2305",2018,"Massachusetts","District 2 Worcester","State Representative","Jonathan D. Zlotnik",8054,0.538332999131074,"male","Democrat","Democrat","Missing"
"2306",2018,"Massachusetts","District 2 Worcester","State Senator","Michael O. Moore",51630,1,"male","Democrat","Democrat","Missing"
"2307",2018,"Massachusetts","District 20 Middlesex","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2308",2018,"Massachusetts","District 21 Middlesex","State Representative","Kenneth I. Gordon",14545,1,"male","Democrat","Democrat","Missing"
"2309",2018,"Massachusetts","District 22 Middlesex","State Representative","Christopher J. Tribou",6581,0.375842375785266,"male","Republican","Democrat","Missing"
"2310",2018,"Massachusetts","District 23 Middlesex","State Representative","Sean Garballey",19926,1,"male","Democrat","Democrat","Missing"
"2311",2018,"Massachusetts","District 24 Middlesex","State Representative","David M. Rogers",17838,1,"male","Democrat","Democrat","Missing"
"2312",2018,"Massachusetts","District 25 Middlesex","State Representative","Marjorie C. Decker",14688,1,"female","Democrat","Democrat","Missing"
"2313",2018,"Massachusetts","District 26 Middlesex","State Representative","Mike Connolly",14823,1,"male","Democrat","Democrat","Missing"
"2314",2018,"Massachusetts","District 27 Middlesex","State Representative","Denise Provost",18524,1,"female","Democrat","Democrat","White"
"2315",2018,"Massachusetts","District 28 Middlesex","State Representative","Joseph W. McGonagle, Jr",8302,1,"male","Democrat","Democrat","Missing"
"2316",2018,"Massachusetts","District 29 Middlesex","State Representative","Jonathan Hecht",17979,1,"male","Democrat","Democrat","Missing"
"2317",2018,"Massachusetts","District 3 Barnstable","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2318",2018,"Massachusetts","District 3 Berkshire","State Representative","Tricia Farley-Bouvier",11661,1,"female","Democrat","Democrat","White"
"2319",2018,"Massachusetts","District 3 Bristol","State Representative","Emily Jm Farrer",5215,0.384899254557532,"female","Republican","Democrat","Missing"
"2320",2018,"Massachusetts","District 3 Essex","State Representative","Andres X. Vargas",10638,1,"male","Democrat","Democrat","Missing"
"2321",2018,"Massachusetts","District 3 Essex","State Senator","Brendan P. Crighton",47179,1,"male","Democrat","Democrat","Missing"
"2322",2018,"Massachusetts","District 3 Hampden","State Representative","Forrest W. Bradford",5617,0.340032689630123,"male","Republican","Democrat","Missing"
"2323",2018,"Massachusetts","District 3 Hampshire","State Representative","Mindy Domb",9375,0.751623506774633,"female","Democrat","Democrat","White"
"2324",2018,"Massachusetts","District 3 Middlesex","State Representative","Kate Hogan",17045,1,"female","Democrat","Democrat","White"
"2325",2018,"Massachusetts","District 3 Middlesex","State Senator","Michael J. Barrett",59499,1,"male","Democrat","Democrat","Missing"
"2326",2018,"Massachusetts","District 3 Norfolk","State Representative","Ronald Mariano",10726,0.688314188538792,"male","Democrat","Democrat","Missing"
"2327",2018,"Massachusetts","District 3 Plymouth","State Representative","Joan Meschino",12209,0.570327462979399,"female","Democrat","Democrat","White"
"2328",2018,"Massachusetts","District 3 Suffolk","State Representative","Aaron M. Michlewitz",14499,1,"male","Democrat","Democrat","Missing"
"2329",2018,"Massachusetts","District 3 Worcester","State Representative","Stephan Hay",8520,0.686321894635089,"male","Democrat","Democrat","Missing"
"2330",2018,"Massachusetts","District 30 Middlesex","State Representative","Richard M. Haggerty",12180,0.699035812672176,"male","Democrat","Democrat","Missing"
"2331",2018,"Massachusetts","District 31 Middlesex","State Representative","Michael Seamus Day",13000,0.593959884863161,"male","Democrat","Democrat","Missing"
"2332",2018,"Massachusetts","District 32 Middlesex","State Representative","Paul A. Brodeur",16606,1,"male","Democrat","Democrat","Missing"
"2333",2018,"Massachusetts","District 33 Middlesex","State Representative","Steven Ultrino",9728,1,"male","Democrat","Democrat","Missing"
"2334",2018,"Massachusetts","District 34 Middlesex","State Representative","Christine P. Barber",14781,1,"female","Democrat","Democrat","Missing"
"2335",2018,"Massachusetts","District 35 Middlesex","State Representative","Paul J. Donato, Sr.",13126,1,"male","Democrat","Democrat","Missing"
"2336",2018,"Massachusetts","District 36 Middlesex","State Representative","Colleen M. Garry",11427,0.632094258214404,"female","Democrat","Democrat","Missing"
"2337",2018,"Massachusetts","District 37 Middlesex","State Representative","Jennifer E. Benson",15738,1,"female","Democrat","Democrat","Missing"
"2338",2018,"Massachusetts","District 4 Barnstable","State Representative","Sarah K. Peake",20784,1,"female","Democrat","Democrat","Missing"
"2339",2018,"Massachusetts","District 4 Berkshire","State Representative","William """"Smitty"""" Pignatelli",16442,1,"male","Democrat","Democrat","Missing"
"2340",2018,"Massachusetts","District 4 Bristol","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2341",2018,"Massachusetts","District 4 Essex","State Representative","Allison M. Gustavson",10236,0.436577667832466,"female","Republican","Democrat","Missing"
"2342",2018,"Massachusetts","District 4 Hampden","State Representative","John C. Velis",11734,1,"male","Democrat","Democrat","Missing"
"2343",2018,"Massachusetts","District 4 Middlesex","State Representative","Danielle W. Gregoire",10303,0.635595311536089,"female","Democrat","Democrat","Missing"
"2344",2018,"Massachusetts","District 4 Middlesex","State Senator","Cindy F. Friedman",59993,1,"female","Democrat","Democrat","Missing"
"2345",2018,"Massachusetts","District 4 Norfolk","State Representative","James Michael Murphy",14747,1,"male","Democrat","Democrat","Missing"
"2346",2018,"Massachusetts","District 4 Plymouth","State Representative","Patrick Joseph Kearney",12353,0.61531181510261,"male","Democrat","Democrat","Missing"
"2347",2018,"Massachusetts","District 4 Plymouth","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2348",2018,"Massachusetts","District 4 Suffolk","State Representative","David Biele",15516,1,"male","Democrat","Democrat","Missing"
"2349",2018,"Massachusetts","District 4 Worcester","State Representative","Natalie Higgins",8480,0.562707365627074,"female","Democrat","Democrat","White"
"2350",2018,"Massachusetts","District 5 Barnstable","State Representative","Jack Stanton",8605,0.428002984332256,"male","Republican","Democrat","Missing"
"2351",2018,"Massachusetts","District 5 Bristol","State Representative","Patricia A. Haddad",12387,1,"female","Democrat","Democrat","Missing"
"2352",2018,"Massachusetts","District 5 Essex","State Representative","Ann-Margaret Ferrante",13617,0.714990811236545,"Unknown","Democrat","Democrat","White"
"2353",2018,"Massachusetts","District 5 Hampden","State Representative","Aaron Vega",10199,1,"male","Democrat","Democrat","Missing"
"2354",2018,"Massachusetts","District 5 Middlesex","State Representative","David Paul Linsky",17524,1,"male","Democrat","Democrat","Missing"
"2355",2018,"Massachusetts","District 5 Middlesex","State Senator","Jason M. Lewis",47561,0.670307523184035,"male","Democrat","Democrat","Missing"
"2356",2018,"Massachusetts","District 5 Norfolk","State Representative","Mark J. Cusack",13355,1,"male","Democrat","Democrat","Missing"
"2357",2018,"Massachusetts","District 5 Plymouth","State Representative","Alison M. Demong",9903,0.482625858959988,"female","Republican","Democrat","Missing"
"2358",2018,"Massachusetts","District 5 Suffolk","State Representative","Liz Miranda",8527,0.890083507306889,"female","Democrat","Democrat","Black/African American"
"2359",2018,"Massachusetts","District 5 Worcester","State Representative","Jean Anne Strauss",7079,0.40511617259929,"female","Republican","Democrat","Missing"
"2360",2018,"Massachusetts","District 6 Bristol","State Representative","Carole A. Fiola",6959,0.622228183118741,"female","Democrat","Democrat","Missing"
"2361",2018,"Massachusetts","District 6 Essex","State Representative","Jerald A. Parisella",14615,0.853929301782062,"male","Democrat","Democrat","Missing"
"2362",2018,"Massachusetts","District 6 Hampden","State Representative","Michael J. Finn",9519,1,"male","Democrat","Democrat","Missing"
"2363",2018,"Massachusetts","District 6 Middlesex","State Representative","Maria D. Robinson",13670,1,"female","Democrat","Democrat","Missing"
"2364",2018,"Massachusetts","District 6 Norfolk","State Representative","William C. Galvin",13800,1,"male","Democrat","Democrat","Missing"
"2365",2018,"Massachusetts","District 6 Plymouth","State Representative","Josh S. Cutler",15689,1,"male","Democrat","Democrat","Missing"
"2366",2018,"Massachusetts","District 6 Suffolk","State Representative","Russell E. Holmes",10427,1,"male","Democrat","Democrat","Missing"
"2367",2018,"Massachusetts","District 6 Worcester","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2368",2018,"Massachusetts","District 7 Bristol","State Representative","Alan Silvia",5852,1,"male","Democrat","Democrat","Missing"
"2369",2018,"Massachusetts","District 7 Essex","State Representative","Paul F. Tucker",16097,1,"male","Democrat","Democrat","Missing"
"2370",2018,"Massachusetts","District 7 Hampden","State Representative","Thomas M. Petrolati",12668,1,"male","Democrat","Democrat","Missing"
"2371",2018,"Massachusetts","District 7 Middlesex","State Representative","Jack Patrick Lewis",10326,1,"male","Democrat","Democrat","Missing"
"2372",2018,"Massachusetts","District 7 Norfolk","State Representative","William J. Driscoll, Jr",13933,1,"male","Democrat","Democrat","Missing"
"2373",2018,"Massachusetts","District 7 Plymouth","State Representative","Alex A. Bezanson",8130,0.442015984341869,"male","Republican","Democrat","Missing"
"2374",2018,"Massachusetts","District 7 Suffolk","State Representative","Chynah Tyler",7318,1,"female","Democrat","Democrat","Black/African American"
"2375",2018,"Massachusetts","District 7 Worcester","State Representative","Terry Burke Dotson",5924,0.345503324390528,"male","Republican","Democrat","Missing"
"2376",2018,"Massachusetts","District 8 Bristol","State Representative","Paul Schmid, III",11171,1,"male","Democrat","Democrat","Missing"
"2377",2018,"Massachusetts","District 8 Essex","State Representative","Lori A. Ehrlich",16625,1,"female","Democrat","Democrat","Missing"
"2378",2018,"Massachusetts","District 8 Hampden","State Representative","Joseph F. Wagner",10790,1,"male","Democrat","Democrat","Missing"
"2379",2018,"Massachusetts","District 8 Middlesex","State Representative","Carolyn C. Dykema",16953,1,"female","Democrat","Democrat","Missing"
"2380",2018,"Massachusetts","District 8 Norfolk","State Representative","Louis L. Kafka",14734,1,"male","Democrat","Democrat","Missing"
"2381",2018,"Massachusetts","District 8 Plymouth","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2382",2018,"Massachusetts","District 8 Suffolk","State Representative","Jay D. Livingstone",14613,1,"male","Democrat","Democrat","Missing"
"2383",2018,"Massachusetts","District 8 Worcester","State Representative","Patrick J. Malone",8607,0.48484677782785,"male","Republican","Democrat","Missing"
"2384",2018,"Massachusetts","District 9 Bristol","State Representative","Christopher M. Markey",11579,1,"male","Democrat","Democrat","Missing"
"2385",2018,"Massachusetts","District 9 Essex","State Representative","Matthew Crescenzo",6373,0.339893333333333,"male","Republican","Democrat","Missing"
"2386",2018,"Massachusetts","District 9 Hampden","State Representative","Jose F. Tosado",9873,1,"male","Democrat","Democrat","Missing"
"2387",2018,"Massachusetts","District 9 Middlesex","State Representative","Thomas M. Stanley",14193,1,"male","Democrat","Democrat","Missing"
"2388",2018,"Massachusetts","District 9 Norfolk","State Representative","Brian P. Hamlin",8437,0.412244698524382,"male","Republican","Democrat","Missing"
"2389",2018,"Massachusetts","District 9 Plymouth","State Representative","Gerard J. Cassidy",7955,1,"male","Democrat","Democrat","Missing"
"2390",2018,"Massachusetts","District 9 Suffolk","State Representative","Jon Santiago",11241,1,"male","Democrat","Democrat","Missing"
"2391",2018,"Massachusetts","District 9 Worcester","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2392",2018,"Massachusetts","District Barnstable, Dukes a Nantucket","State Representative","Dylan A. Fernandes",18061,1,"male","Democrat","Democrat","Missing"
"2393",2018,"Massachusetts","District Berkshire, Hampshire a Franklin","State Senator","Adam G. Hinds",55828,1,"male","Democrat","Democrat","Missing"
"2394",2018,"Massachusetts","District Bristol a Norfolk","State Senator","Paul R. Feeney",41846,0.605638695111008,"male","Democrat","Democrat","Missing"
"2395",2018,"Massachusetts","District Cape a Islands","State Senator","Julian Andre Cyr",58196,0.621115095628415,"male","Democrat","Democrat","Missing"
"2396",2018,"Massachusetts","District Hampden","State Senator","James T. Welch",31109,1,"male","Democrat","Democrat","Missing"
"2397",2018,"Massachusetts","District Hampshire, Franklin a Worcester","State Senator","Joanne M. Comerford",56857,1,"female","Democrat","Democrat","Missing"
"2398",2018,"Massachusetts","District Middlesex a Suffolk","State Senator","Sal N. Didomenico",46144,1,"male","Democrat","Democrat","Missing"
"2399",2018,"Massachusetts","District Middlesex a Worcester","State Senator","James B. Eldridge",50828,0.651699511494621,"male","Democrat","Democrat","Missing"
"2400",2018,"Massachusetts","District Norfolk a Plymouth","State Senator","John F. Keenan",43656,0.758377486319812,"male","Democrat","Democrat","Missing"
"2401",2018,"Massachusetts","District Norfolk a Suffolk","State Senator","Michael F. Rush",58443,1,"male","Democrat","Democrat","Missing"
"2402",2018,"Massachusetts","District Norfolk, Bristol a Middlesex","State Senator","Rebecca L. Rausch",37830,0.513394674700757,"female","Democrat","Democrat","Missing"
"2403",2018,"Massachusetts","District Norfolk, Bristol a Plymouth","State Senator","Walter F. Timilty, Jr.",54198,1,"male","Democrat","Democrat","Missing"
"2404",2018,"Massachusetts","District Plymou a Barnstable","State Senator","Deborah A. Rudolf",32365,0.411799882942718,"female","Republican","Democrat","Missing"
"2405",2018,"Massachusetts","District Plymou a Norfolk","State Senator","Katie L. McBrine",36533,0.439621665202585,"female","Republican","Democrat","Missing"
"2406",2018,"Massachusetts","District Worcester a Middlesex","State Senator","Susan A. Chalifoux Zephir",27935,0.456947034383485,"female","Republican","Democrat","Missing"
"2407",2018,"Massachusetts","District Worcester a Norfolk","State Senator","Thomas M. Merolli",27195,0.420272609260061,"male","Republican","Democrat","Missing"
"2408",2018,"Massachusetts","District Worcester, Hampden, Hampshire a Middlesex","State Senator","Anne M. Gobi",37150,0.548995847433832,"female","Democrat","Democrat","Missing"
"2409",2018,"Michigan","District 1","State Representative","Tenisha Yancey",21790,0.729079532907284,"female","Democrat","Democrat","Black/African American"
"2410",2018,"Michigan","District 1","State Senator","Stephanie Chang",62071,0.720022735972717,"female","Democrat","Democrat","Asian/Pacific Islander"
"2411",2018,"Michigan","District 10","State Representative","Leslie Love",28713,0.840052662375658,"female","Democrat","Democrat","Black/African American"
"2412",2018,"Michigan","District 10","State Senator","Henry Yanez",52277,0.465056489636153,"male","Republican","Democrat","Missing"
"2413",2018,"Michigan","District 100","State Representative","Sandy Clarke",11724,0.338716667148181,"female","Republican","Democrat","Missing"
"2414",2018,"Michigan","District 101","State Representative","Kathy Wiejaczka",20715,0.423065925986439,"female","Republican","Democrat","Missing"
"2415",2018,"Michigan","District 102","State Representative","Dion Adams",10599,0.322305002280675,"male","Republican","Democrat","Missing"
"2416",2018,"Michigan","District 103","State Representative","Tim Schaiberger",14161,0.352904528123209,"male","Republican","Democrat","Missing"
"2417",2018,"Michigan","District 104","State Representative","Dan O'Neil",23722,0.496348837695897,"male","Republican","Democrat","Missing"
"2418",2018,"Michigan","District 105","State Representative","Melissa Fruge",15999,0.354658509011106,"female","Republican","Democrat","Missing"
"2419",2018,"Michigan","District 106","State Representative","Lora Greene",16935,0.389910897244031,"female","Republican","Democrat","Missing"
"2420",2018,"Michigan","District 107","State Representative","Joanne Schmidt Galloway",17448,0.412657868596566,"female","Republican","Democrat","Missing"
"2421",2018,"Michigan","District 108","State Representative","Bob Romps",13958,0.383577454725329,"male","Republican","Democrat","Missing"
"2422",2018,"Michigan","District 109","State Representative","Sara Cambensy",21669,0.580938337801609,"female","Democrat","Democrat","White"
"2423",2018,"Michigan","District 11","State Representative","Jewell Jones",20706,0.668841656437754,"female","Democrat","Democrat","Missing"
"2424",2018,"Michigan","District 11","State Senator","Jeremy Moss",99916,0.767091736850591,"male","Democrat","Democrat","Missing"
"2425",2018,"Michigan","District 110","State Representative","Ken Summers",17401,0.491817642237359,"male","Republican","Democrat","Missing"
"2426",2018,"Michigan","District 12","State Representative","Alex Garza",21104,0.666350920400366,"male","Democrat","Democrat","Missing"
"2427",2018,"Michigan","District 12","State Senator","Rosemary Bayer",59302,0.493899341212136,"female","Democrat","Democrat","White"
"2428",2018,"Michigan","District 13","State Representative","Frank Liberati",21538,0.627545817429562,"male","Democrat","Democrat","Missing"
"2429",2018,"Michigan","District 13","State Senator","Mallory McMorrow",73146,0.518972074015212,"female","Democrat","Democrat","White"
"2430",2018,"Michigan","District 14","State Representative","Cara Clemente",18694,0.636088332369254,"female","Democrat","Democrat","White"
"2431",2018,"Michigan","District 14","State Senator","Renee Watson",48578,0.420913084541335,"female","Republican","Democrat","Missing"
"2432",2018,"Michigan","District 15","State Representative","Abdullah Hammoud",20634,0.685993550317497,"male","Democrat","Democrat","Missing"
"2433",2018,"Michigan","District 15","State Senator","Julia Pulver",62936,0.483052928895984,"female","Republican","Democrat","Missing"
"2434",2018,"Michigan","District 16","State Representative","Kevin Coleman",22028,0.672487483209183,"male","Democrat","Democrat","Missing"
"2435",2018,"Michigan","District 16","State Senator","Val Cochran Toops",31129,0.34257007340237,"male","Republican","Democrat","Missing"
"2436",2018,"Michigan","District 17","State Representative","Michelle LaVoy",14750,0.443435649219854,"female","Republican","Democrat","Missing"
"2437",2018,"Michigan","District 17","State Senator","Bill LaVoy",39196,0.392470211274657,"male","Republican","Democrat","Missing"
"2438",2018,"Michigan","District 18","State Representative","Kevin Hertel",25820,0.626486145484544,"male","Democrat","Democrat","Missing"
"2439",2018,"Michigan","District 18","State Senator","Jeff Irwin",96891,0.766148736804649,"male","Democrat","Democrat","Missing"
"2440",2018,"Michigan","District 19","State Representative","Laurie Pohutsky",23454,0.502399108902408,"female","Democrat","Democrat","White"
"2441",2018,"Michigan","District 19","State Senator","Jason Noble",37462,0.383494052371885,"male","Republican","Democrat","Missing"
"2442",2018,"Michigan","District 2","State Representative","Joe Tate",22060,0.73499033784234,"male","Democrat","Democrat","Missing"
"2443",2018,"Michigan","District 2","State Senator","Adam Hollier",53920,0.757218290079766,"male","Democrat","Democrat","Missing"
"2444",2018,"Michigan","District 20","State Representative","Matt Koleszar",24797,0.514172558940013,"male","Democrat","Democrat","Missing"
"2445",2018,"Michigan","District 20","State Senator","Sean McCann",60528,0.530961341087923,"male","Democrat","Democrat","Missing"
"2446",2018,"Michigan","District 21","State Representative","Kristy Pagan",27444,0.618247353007434,"female","Democrat","Democrat","White"
"2447",2018,"Michigan","District 21","State Senator","Ian Haight",41897,0.418714584103697,"male","Republican","Democrat","Missing"
"2448",2018,"Michigan","District 22","State Representative","John Chirkun",18841,0.623585093003243,"male","Democrat","Democrat","Missing"
"2449",2018,"Michigan","District 22","State Senator","Adam Dreher",57167,0.420750870323621,"male","Republican","Democrat","Missing"
"2450",2018,"Michigan","District 23","State Representative","Darrin Camilleri",23925,0.562570541760722,"male","Democrat","Democrat","Missing"
"2451",2018,"Michigan","District 23","State Senator","Curtis Hertel, Jr.",73189,0.684585165092134,"male","Democrat","Democrat","Missing"
"2452",2018,"Michigan","District 24","State Representative","Laura Winn",17125,0.444620417488836,"female","Republican","Democrat","Missing"
"2453",2018,"Michigan","District 24","State Senator","Kelly Rossman-McKinney",54352,0.440507355026948,"female","Republican","Democrat","Missing"
"2454",2018,"Michigan","District 24","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2455",2018,"Michigan","District 25","State Representative","Nate Shannon",19081,0.540400464470815,"male","Democrat","Democrat","Missing"
"2456",2018,"Michigan","District 25","State Senator","Debbie Bourgois",37715,0.3604227788343,"female","Republican","Democrat","Missing"
"2457",2018,"Michigan","District 26","State Representative","Jim Ellison",27962,0.685091265466128,"male","Democrat","Democrat","Missing"
"2458",2018,"Michigan","District 26","State Senator","Garnet Lewis",43495,0.409723334306734,"female","Republican","Democrat","Missing"
"2459",2018,"Michigan","District 26","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2460",2018,"Michigan","District 27","State Representative","Robert Wittenberg",35054,0.785048822001254,"male","Democrat","Democrat","Missing"
"2461",2018,"Michigan","District 27","State Senator","Jim Ananich",59108,0.711715833835039,"male","Democrat","Democrat","Missing"
"2462",2018,"Michigan","District 28","State Representative","Lori M. Stone",18513,0.629715296438654,"female","Democrat","Democrat","Missing"
"2463",2018,"Michigan","District 28","State Senator","Craig Beach",45937,0.390139708692513,"male","Republican","Democrat","Missing"
"2464",2018,"Michigan","District 29","State Representative","Brenda Carter",19964,0.741109213750093,"female","Democrat","Democrat","Multiracial"
"2465",2018,"Michigan","District 29","State Senator","Winnie Brinks",70715,0.575948851604496,"female","Democrat","Democrat","White"
"2466",2018,"Michigan","District 29","State Senator","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2467",2018,"Michigan","District 3","State Representative","Wendell L. Byrd",22179,0.967248146532926,"male","Democrat","Democrat","Missing"
"2468",2018,"Michigan","District 3","State Senator","Sylvia Santana",58405,0.817676541412331,"female","Democrat","Democrat","Black/African American"
"2469",2018,"Michigan","District 30","State Representative","John P. Spica",13284,0.431368728689722,"male","Republican","Democrat","Missing"
"2470",2018,"Michigan","District 30","State Senator","Jeanette Schipper",42904,0.342093512789437,"female","Republican","Democrat","Missing"
"2471",2018,"Michigan","District 31","State Representative","William J. Sowerby",20791,0.598888120751239,"male","Democrat","Democrat","Missing"
"2472",2018,"Michigan","District 31","State Senator","Cynthia A. Luczak",41833,0.397550058445076,"female","Republican","Democrat","Missing"
"2473",2018,"Michigan","District 32","State Representative","Paul Manley",13840,0.385171991539575,"male","Republican","Democrat","Missing"
"2474",2018,"Michigan","District 32","State Senator","Phil Phelps",50058,0.445225156315317,"male","Republican","Democrat","Missing"
"2475",2018,"Michigan","District 33","State Representative","Andrea Geralds",13865,0.348419359702468,"female","Republican","Democrat","Missing"
"2476",2018,"Michigan","District 33","State Senator","Mark Bignell",32375,0.3814927413273,"male","Republican","Democrat","Missing"
"2477",2018,"Michigan","District 34","State Representative","Sheldon A. Neeley",18886,0.899847531923004,"male","Democrat","Democrat","Missing"
"2478",2018,"Michigan","District 34","State Senator","Poppy Sias-Hernandez",45941,0.463348461926374,"female","Republican","Democrat","Missing"
"2479",2018,"Michigan","District 35","State Representative","Kyra Harris Bolden",40606,0.854539332463488,"female","Democrat","Democrat","Missing"
"2480",2018,"Michigan","District 35","State Senator","Mike Taillard",39923,0.34226950841035,"male","Republican","Democrat","Missing"
"2481",2018,"Michigan","District 36","State Representative","Robert Murphy",12894,0.31700061462815,"male","Republican","Democrat","Missing"
"2482",2018,"Michigan","District 36","State Senator","Joe Weir",39440,0.357074954958218,"male","Republican","Democrat","Missing"
"2483",2018,"Michigan","District 37","State Representative","Christine Greig",28777,0.672218458735313,"female","Democrat","Democrat","White"
"2484",2018,"Michigan","District 37","State Senator","Jim Page",51076,0.410532576719662,"male","Republican","Democrat","Missing"
"2485",2018,"Michigan","District 38","State Representative","Kelly A. Breen",21886,0.481434227892653,"female","Republican","Democrat","Missing"
"2486",2018,"Michigan","District 38","State Senator","Scott Dianda",47279,0.435666829461579,"male","Republican","Democrat","Missing"
"2487",2018,"Michigan","District 39","State Representative","Jennifer Suidan",18093,0.422763277799846,"female","Republican","Democrat","Missing"
"2488",2018,"Michigan","District 4","State Representative","Isaac Robinson",20209,0.945760014975665,"male","Democrat","Democrat","Missing"
"2489",2018,"Michigan","District 4","State Senator","Marshall Bullock",58107,0.782881086470319,"male","Democrat","Democrat","Missing"
"2490",2018,"Michigan","District 40","State Representative","Mari Manoogian",30222,0.56548911009655,"female","Democrat","Democrat","Unavailable"
"2491",2018,"Michigan","District 41","State Representative","Padma Kuppa",22320,0.513221430213842,"female","Democrat","Democrat","Asian/Pacific Islander"
"2492",2018,"Michigan","District 42","State Representative","Mona M. Shand",19940,0.400104340148885,"female","Republican","Democrat","Missing"
"2493",2018,"Michigan","District 43","State Representative","Nicole Breadon",18509,0.434789758045572,"female","Republican","Democrat","Missing"
"2494",2018,"Michigan","District 44","State Representative","Laura Dodd",19329,0.424673184664396,"female","Republican","Democrat","Missing"
"2495",2018,"Michigan","District 45","State Representative","Kyle Cooper",19235,0.448755336770641,"male","Republican","Democrat","Missing"
"2496",2018,"Michigan","District 46","State Representative","Mindy Denninger",17898,0.400546056754095,"female","Republican","Democrat","Missing"
"2497",2018,"Michigan","District 47","State Representative","Colleen Turk",14638,0.335841784059102,"female","Republican","Democrat","Missing"
"2498",2018,"Michigan","District 48","State Representative","Sheryl Y. Kennedy",19998,0.548311033121299,"female","Democrat","Democrat","Missing"
"2499",2018,"Michigan","District 49","State Representative","John D. Cherry",22769,0.723652428171879,"male","Democrat","Democrat","Missing"
"2500",2018,"Michigan","District 5","State Representative","Cynthia A. Johnson",12839,0.943766539253161,"female","Democrat","Democrat","Missing"
"2501",2018,"Michigan","District 5","State Senator","Betty Jean Alexander",70010,0.774164298430883,"female","Democrat","Democrat","Missing"
"2502",2018,"Michigan","District 50","State Representative","Tim Sneller",22057,0.571839676449238,"male","Democrat","Democrat","Missing"
"2503",2018,"Michigan","District 51","State Representative","David E. Lossing",18012,0.401319014304175,"male","Republican","Democrat","Missing"
"2504",2018,"Michigan","District 52","State Representative","Donna Lasinski",30089,0.605680582954225,"female","Democrat","Democrat","White"
"2505",2018,"Michigan","District 53","State Representative","Yousef Rabhi",33701,0.868672028044128,"male","Democrat","Democrat","Missing"
"2506",2018,"Michigan","District 54","State Representative","Ronnie D. Peterson",28500,0.786488947760576,"male","Democrat","Democrat","Missing"
"2507",2018,"Michigan","District 55","State Representative","Rebekah Warren",30185,0.739574655755378,"female","Democrat","Democrat","White"
"2508",2018,"Michigan","District 56","State Representative","Ernie Whiteside",13289,0.376800499035953,"male","Republican","Democrat","Missing"
"2509",2018,"Michigan","District 57","State Representative","Amber Pedersen",13492,0.370374437246074,"female","Republican","Democrat","Missing"
"2510",2018,"Michigan","District 58","State Representative","Tamara C. Barnes",8973,0.289050671649003,"female","Republican","Democrat","Missing"
"2511",2018,"Michigan","District 59","State Representative","Dennis B. Smith",10656,0.337450123503705,"male","Republican","Democrat","Missing"
"2512",2018,"Michigan","District 6","State Representative","Tyrone Carter",21005,0.910845149820042,"male","Democrat","Democrat","Missing"
"2513",2018,"Michigan","District 6","State Senator","Erika Geiss",60789,0.613472600666061,"female","Democrat","Democrat","Black/African American"
"2514",2018,"Michigan","District 60","State Representative","Jon Hoadley",26772,0.765942837524676,"male","Democrat","Democrat","Missing"
"2515",2018,"Michigan","District 61","State Representative","Alberta Griffin",22719,0.486269557586524,"female","Republican","Democrat","Missing"
"2516",2018,"Michigan","District 62","State Representative","Jim Haadsma",15937,0.518495624166314,"male","Democrat","Democrat","Missing"
"2517",2018,"Michigan","District 63","State Representative","Jennifer Aniano",15809,0.404560227243647,"female","Republican","Democrat","Missing"
"2518",2018,"Michigan","District 63","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2519",2018,"Michigan","District 64","State Representative","Sheila Troxel",12470,0.398963399027387,"female","Republican","Democrat","Missing"
"2520",2018,"Michigan","District 65","State Representative","Terri McKinnon",13942,0.379456752490338,"female","Republican","Democrat","Missing"
"2521",2018,"Michigan","District 66","State Representative","Dan Seibert",15637,0.431794333683106,"male","Republican","Democrat","Missing"
"2522",2018,"Michigan","District 67","State Representative","Kara Hope",22565,0.537095660866875,"female","Democrat","Democrat","White"
"2523",2018,"Michigan","District 68","State Representative","Sarah Anthony",26664,0.749030844429462,"female","Democrat","Democrat","Black/African American"
"2524",2018,"Michigan","District 69","State Representative","Julie Brixie",27353,0.716047120418848,"female","Democrat","Democrat","White"
