id,year,first_name,middle_name,last_name,party,level,position,state,district,race_ethnicity
265516k,2010,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2011,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2012,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2013,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2014,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2015,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
265516k,2016,Dee,,Dawkins-Haigler,Democrat,"State Legislative","State Representative","Georgia - GA",91,"Black/African American"
3278c,2008,Muriel,,Dawson,Democrat,"State Legislative","State Senator","Florida - FL",29,"Black/African American"
743239k,2020,Jennifer,,Day,Democrat,"State Legislative","State Representative","Kansas - KS",048,White
13553c,2008,Judith,E.,Day,Democrat,"State Legislative","State Representative","New Hampshire - NH",Rock-13,White
13553c,2009,Judith,E.,Day,Democrat,"State Legislative","State Representative","New Hampshire - NH",Rock-13,White
13553c,2010,Judith,E.,Day,Democrat,"State Legislative","State Representative","New Hampshire - NH",Rock-13,White
3896c,2008,Rita,Heard,Days,Democrat,"State Legislative","State Senator","Missouri - MO",14,"Black/African American"
3896c,2009,Rita,Heard,Days,Democrat,"State Legislative","State Senator","Missouri - MO",14,"Black/African American"
3896c,2010,Rita,Heard,Days,Democrat,"State Legislative","State Senator","Missouri - MO",14,"Black/African American"
424151k,2015,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
424151k,2016,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
424151k,2017,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
424151k,2018,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
424151k,2019,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
424151k,2020,JoAnn,,Dayton,Democrat,"State Legislative","State Representative","Wyoming - WY",17,White
249499k,2008,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2009,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2010,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2011,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2012,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2013,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2014,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2015,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2016,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2017,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
249499k,2018,Margaret,,Dayton,Republican,"State Legislative","State Senator","Utah - UT",15,White
9108c,2008,Betty,R.,"De Boef",Republican,"State Legislative","State Representative","Iowa - IA",76,White
9108c,2009,Betty,R.,"De Boef",Republican,"State Legislative","State Representative","Iowa - IA",76,White
9108c,2010,Betty,R.,"De Boef",Republican,"State Legislative","State Representative","Iowa - IA",76,White
9108c,2011,Betty,R.,"De Boef",Republican,"State Legislative","State Representative","Iowa - IA",76,White
9108c,2012,Betty,R.,"De Boef",Republican,"State Legislative","State Representative","Iowa - IA",76,White
591031k,2017,Carmen,N.,"De La Rosa",Democrat,"State Legislative","State Representative","New York - NY",72,Hispanic/Latina
591031k,2018,Carmen,N.,"De La Rosa",Democrat,"State Legislative","State Representative","New York - NY",72,Hispanic/Latina
591031k,2019,Carmen,N.,"De La Rosa",Democrat,"State Legislative","State Representative","New York - NY",72,Hispanic/Latina
591031k,2020,Carmen,N.,"De La Rosa",Democrat,"State Legislative","State Representative","New York - NY",72,Hispanic/Latina
569358k,2012,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2013,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2014,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2015,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2016,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2017,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2018,Madeleine,,Dean,Democrat,"State Legislative","State Representative","Pennsylvania - PA",153,White
569358k,2019,Madeleine,,Dean,Democrat,Federal/Congress,"U.S. Representative","Pennsylvania - PA",4,White
569358k,2020,Madeleine,,Dean,Democrat,Federal/Congress,"U.S. Representative","Pennsylvania - PA",4,White
537744k,2015,Yvonne,,Dean-Bailey,Republican,"State Legislative","State Representative","New Hampshire - NH",189F,White
537744k,2016,Yvonne,,Dean-Bailey,Republican,"State Legislative","State Representative","New Hampshire - NH",189F,White
537744k,2017,Yvonne,,Dean-Bailey,Republican,"State Legislative","State Representative","New Hampshire - NH",189F,White
537744k,2018,Yvonne,,Dean-Bailey,Republican,"State Legislative","State Representative","New Hampshire - NH",189F,White
948c,2008,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
948c,2009,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
948c,2010,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
948c,2011,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
948c,2012,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
948c,2013,Lois,M.,DeBerry,Democrat,"State Legislative","State Representative","Tennessee - TN",91,"Black/African American"
654585k,2019,Wendy,,DeBoer,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",10,White
654585k,2020,Wendy,,DeBoer,Nonpartisan,"State Legislative","State Senator","Nebraska - NE",10,White
4940c,2008,Marlene,M.,DeChane,Democrat,"State Legislative","State Representative","New Hampshire - NH",Straf-03,White
403743k,2013,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2014,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2015,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2016,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2017,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2018,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
403743k,2019,Jennifer,L.,DeChant,Democrat,"State Legislative","State Representative","Maine - ME",52,White
425744k,2013,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2014,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2015,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2016,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2017,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2018,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2019,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
425744k,2020,Marjorie,C.,Decker,Democrat,"State Legislative","State Representative","Massachusetts - MA",84,White
527794k,2015,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
527794k,2016,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
527794k,2017,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
527794k,2018,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
527794k,2019,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
527794k,2020,Lynn,P.,DeCoite,Democrat,"State Legislative","State Representative","Hawaii - HI",13,"Asian/Pacific Islander"
396667k,2012,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2013,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2014,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2015,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2016,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2017,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2018,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2019,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
396667k,2020,BettyLou,,DeCroce,Republican,"State Legislative","State Representative","New Jersey - NJ",26,White
575314k,2017,Debbie,,Deere,Democrat,"State Legislative","State Representative","Kansas - KS",40,White
575314k,2018,Debbie,,Deere,Democrat,"State Legislative","State Representative","Kansas - KS",40,White
671173k,2019,Allison,,DeGazon,Democrat,Territorial/D.C.,"Territorial/D.C. Senator","Virgin Islands - VI",1,"Black/African American"
671173k,2020,Allison,,DeGazon,Democrat,Territorial/D.C.,"Territorial/D.C. Senator","Virgin Islands - VI",1,"Black/African American"
158770k,2008,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2009,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2010,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2011,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2012,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2013,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2014,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2015,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2016,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2017,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2018,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2019,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
158770k,2020,Diana,L.,DeGette,Democrat,Federal/Congress,"U.S. Representative","Colorado - CO",1,White
671609k,2019,Jessica,,Delacruz,Republican,"State Legislative","State Senator","Rhode Island - RI",23,White
671609k,2020,Jessica,,Delacruz,Republican,"State Legislative","State Senator","Rhode Island - RI",23,White
620468k,2018,Karrie,,Delaney,Democrat,"State Legislative","State Representative","Virginia - VA",67,White
620468k,2019,Karrie,,Delaney,Democrat,"State Legislative","State Representative","Virginia - VA",67,White
620468k,2020,Karrie,,Delaney,Democrat,"State Legislative","State Representative","Virginia - VA",67,White
158778k,2008,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2009,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2010,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2011,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2012,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2013,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2014,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2015,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2016,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2017,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2018,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2019,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
158778k,2020,Rosa,L.,DeLauro,Democrat,Federal/Congress,"U.S. Representative","Connecticut - CT",3,White
284676k,2012,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2013,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2014,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2015,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2016,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2017,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2018,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2019,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
284676k,2020,Suzan,K.,DelBene,Democrat,Federal/Congress,"U.S. Representative","Washington - WA",1,White
296231k,2015,Susan,C.,DeLemus,Republican,"State Legislative","State Representative","New Hampshire - NH",146,White
296231k,2016,Susan,C.,DeLemus,Republican,"State Legislative","State Representative","New Hampshire - NH",146,White
296231k,2011,Susan,C.,DeLemus,Republican,"State Legislative","State Representative","New Hampshire - NH",,White
296231k,2012,Susan,C.,DeLemus,Republican,"State Legislative","State Representative","New Hampshire - NH",,White
660381k,2018,Vanessa,,Delgado,Democrat,"State Legislative","State Senator","California - CA",32,Hispanic/Latina
2357c,2008,Dianne,White,Delisi,Republican,"State Legislative","State Representative","Texas - TX",55,White
290441k,2011,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2012,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2013,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2014,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2015,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2016,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2017,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2018,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2019,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
290441k,2020,Pamela,A.,DeLissio,Democrat,"State Legislative","State Representative","Pennsylvania - PA",194,White
489895k,2015,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
489895k,2016,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
489895k,2017,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
489895k,2018,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
489895k,2019,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
489895k,2020,Jana,,"Della Rosa",Republican,"State Legislative","State Representative","Arkansas - AR",90,White
9826c,2008,Francine,,DelMonte,Democrat,"State Legislative","State Representative","New York - NY",138,White
9826c,2009,Francine,,DelMonte,Democrat,"State Legislative","State Representative","New York - NY",138,White
9826c,2010,Francine,,DelMonte,Democrat,"State Legislative","State Representative","New York - NY",138,White
196811k,2008,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2009,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2010,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2011,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2012,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2013,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2014,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2015,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2016,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2017,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
196811k,2018,Lois,,Delmore,Democrat,"State Legislative","State Representative","North Dakota - ND",43,White
15999c,2011,Helen,,Deloge,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-12,White
15999c,2012,Helen,,Deloge,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-12,White
15999c,2015,Helen,,Deloge,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-16,White
15999c,2016,Helen,,Deloge,Democrat,"State Legislative","State Representative","New Hampshire - NH",Merr-16,White
269587k,2009,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2010,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2011,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2012,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2013,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2014,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2015,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2016,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2017,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2018,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2019,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
269587k,2020,Sheryl,M.,Delozier,Republican,"State Legislative","State Representative","Pennsylvania - PA",88,White
11140c,2008,Nancy,J.,Dembowski,Democrat,"State Legislative","State Representative","Indiana - IN",17,White
11140c,2009,Nancy,J.,Dembowski,Democrat,"State Legislative","State Representative","Indiana - IN",17,White
11140c,2010,Nancy,J.,Dembowski,Democrat,"State Legislative","State Representative","Indiana - IN",17,White
11140c,2011,Nancy,J.,Dembowski,Democrat,"State Legislative","State Representative","Indiana - IN",17,White
11140c,2012,Nancy,J.,Dembowski,Democrat,"State Legislative","State Representative","Indiana - IN",17,White
378538k,2017,Val,B.,Demings,Democrat,Federal/Congress,"U.S. Representative","Florida - FL",10,"Black/African American"
378538k,2018,Val,B.,Demings,Democrat,Federal/Congress,"U.S. Representative","Florida - FL",10,"Black/African American"
378538k,2019,Val,B.,Demings,Democrat,Federal/Congress,"U.S. Representative","Florida - FL",10,"Black/African American"
378538k,2020,Val,B.,Demings,Democrat,Federal/Congress,"U.S. Representative","Florida - FL",10,"Black/African American"
572259k,2017,Gayann,,DeMordaunt,Republican,"State Legislative","State Representative","Idaho - ID",14,White
572259k,2018,Gayann,,DeMordaunt,Republican,"State Legislative","State Representative","Idaho - ID",14,White
572259k,2019,Gayann,,DeMordaunt,Republican,"State Legislative","State Representative","Idaho - ID",14,White
572259k,2020,Gayann,,DeMordaunt,Republican,"State Legislative","State Representative","Idaho - ID",14,White
249150k,2008,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2009,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2010,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2011,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2012,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2013,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2014,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2015,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2016,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2017,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2018,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2019,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
249150k,2020,Katie,M.,Dempsey,Republican,"State Legislative","State Representative","Georgia - GA",13,White
668537k,2019,Lisa,,Demuth,Republican,"State Legislative","State Representative","Minnesota - MN",013A,White
668537k,2020,Lisa,,Demuth,Republican,"State Legislative","State Representative","Minnesota - MN",013A,White
11852c,2008,Deanna,,Demuzio,Democrat,"State Legislative","State Senator","Illinois - IL",49,White
11852c,2009,Deanna,,Demuzio,Democrat,"State Legislative","State Senator","Illinois - IL",49,White
11852c,2010,Deanna,,Demuzio,Democrat,"State Legislative","State Senator","Illinois - IL",49,White
490155k,2015,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
490155k,2016,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
490155k,2017,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
490155k,2018,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
490155k,2019,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
490155k,2020,Lori,,"Den Hartog",Republican,"State Legislative","State Senator","Idaho - ID",22,White
14187c,2009,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
14187c,2010,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
14187c,2011,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
14187c,2012,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
14187c,2013,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
14187c,2014,Cindy,,Denby,Republican,"State Legislative","State Representative","Michigan - MI",47,White
8869c,2008,Diane,D.,Denish,Democrat,"Statewide Executive","Lt. Governor","New Mexico - NM",,White
8869c,2009,Diane,D.,Denish,Democrat,"Statewide Executive","Lt. Governor","New Mexico - NM",,White
8869c,2010,Diane,D.,Denish,Democrat,"Statewide Executive","Lt. Governor","New Mexico - NM",,White
490395k,2019,Diane,M.,Denk,Democrat,"State Legislative","State Representative","Maine - ME",9,White
490395k,2020,Diane,M.,Denk,Democrat,"State Legislative","State Representative","Maine - ME",9,White
226670k,2008,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2009,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2010,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2011,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2012,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2013,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2014,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2015,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
226670k,2016,Lee,R.,Denney,Republican,"State Legislative","State Representative","Oklahoma - OK",33,White
5845c,2008,Elizabeth,M.,Dennigan,Democrat,"State Legislative","State Representative","Rhode Island - RI",62,White
5845c,2009,Elizabeth,M.,Dennigan,Democrat,"State Legislative","State Representative","Rhode Island - RI",62,White
5845c,2010,Elizabeth,M.,Dennigan,Democrat,"State Legislative","State Representative","Rhode Island - RI",62,White
16964c,2013,Karen,Castor,Dentel,Democrat,"State Legislative","State Representative","Florida - FL",30,White
16964c,2014,Karen,Castor,Dentel,Democrat,"State Legislative","State Representative","Florida - FL",30,White
4087c,2008,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2009,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2010,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2011,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2012,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2013,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
4087c,2014,Julie,Carman,Denton,Republican,"State Legislative","State Senator","Kentucky - KY",36,White
659528k,2019,Karin,,Derry,Democrat,"State Legislative","State Representative","Iowa - IA",39,White
659528k,2020,Karin,,Derry,Democrat,"State Legislative","State Representative","Iowa - IA",39,White
574472k,2017,Susan,A.,Deschambault,Democrat,"State Legislative","State Senator","Maine - ME",32,White
574472k,2018,Susan,A.,Deschambault,Democrat,"State Legislative","State Senator","Maine - ME",32,White
574472k,2019,Susan,A.,Deschambault,Democrat,"State Legislative","State Senator","Maine - ME",32,White
574472k,2020,Susan,A.,Deschambault,Democrat,"State Legislative","State Senator","Maine - ME",32,White
269435k,2009,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2010,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2011,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2012,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2013,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2014,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2015,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2016,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2017,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
269435k,2018,Debra,L.,DeSimone,Republican,"State Legislative","State Representative","New Hampshire - NH",120,White
